sentence_id,post_id,source,in_processed_test_3237,in_test_v4_silver,in_gold_v2,in_v4_hybrid_2601,in_simhuman980,has_v4_labels,n_spans,annotation_protocol,human_verification_status,processed_test_has_bio4,eligible_for_repartition,exclusion_reason,title
1988-s0210,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0211,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0212,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0213,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0214,1988,Public,1,1,0,0,0,1,3,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0215,1988,Public,1,1,0,0,0,1,3,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0216,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0217,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0218,1988,Public,1,1,0,0,0,1,2,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0219,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0220,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0221,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0222,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0223,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0224,1988,Public,1,1,0,0,0,1,2,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0225,1988,Public,1,1,0,0,0,1,2,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0226,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0227,1988,Public,1,1,0,0,0,1,2,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0228,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0229,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0230,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0231,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0232,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0233,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0234,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0235,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0236,1988,Public,1,1,0,0,0,1,0,empty_shiye_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0237,1988,Public,1,1,0,0,0,1,0,empty_shiye_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0238,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0239,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0240,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0241,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0242,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0243,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0244,1988,Public,1,1,0,0,0,1,0,empty_shiye_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0245,1988,Public,1,1,0,0,0,1,0,empty_shiye_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0246,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0247,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0248,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0249,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0250,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0251,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0252,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0253,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0254,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0255,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0256,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0257,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0258,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0259,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0260,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0261,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0262,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0263,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0264,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0265,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0266,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0267,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0268,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0269,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0270,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0271,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0272,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0273,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0274,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0275,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0276,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0277,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0278,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0279,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0280,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0281,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0282,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0283,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0284,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0285,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0286,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0287,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0288,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0289,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0290,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0291,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0292,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0293,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0294,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0295,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0296,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0297,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0298,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0299,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0300,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0301,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0302,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0303,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0304,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0305,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0306,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0307,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0308,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0309,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0310,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0311,1988,Public,1,1,0,0,0,1,3,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0312,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0313,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0314,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0315,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0316,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0317,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0318,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0319,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0320,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0321,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0322,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0323,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0324,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0325,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0326,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0327,1988,Public,1,1,0,0,0,1,1,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0328,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0329,1988,Public,1,1,0,0,0,1,5,rule_v4,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0330,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0331,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0332,1988,Public,1,1,0,0,0,1,0,rule_v4,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0333,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0334,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1988-s0335,1988,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,涿鹿县2023年事业单位公开招聘工作人员公告
1989-s0031,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0032,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0033,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0034,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0035,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0036,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0037,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0038,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0039,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0040,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0041,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0042,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0043,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0044,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0045,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0046,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,1,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0047,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
1989-s0048,1989,Public,1,1,0,0,0,1,0,empty_process,not_human_reviewed,0,1,ok_v4_silver_not_in_unique_gold_v2,深圳市福田区人民政府-华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者体检、...
