id,role,status,source_domain,empty_hint,sentence,spans_json,comment
604-s0006,train300,todo,应届生招聘,,作为在大数据科研方面的领先应用企业，我们立志成为中国的FICO（美国最大的征信公司，服务了美国前100家金融机构的90家，为美国的金融发展作出了极大贡献），并希望能带动全产业链的企业，从而奠定在金融领域大数据应用方面的龙头地位。,,
21-s0006,train300,todo,应届生招聘,,岗位要求:1.年龄18~40岁，男女不限，中专及以上学历（优秀可放宽学历要求），可接受应届生，专业不限，保险学、金融学、经济学类或财经院校营销专业尤佳;,,
1537-s0009,train300,todo,人工智能招聘,,"–熟悉常用工程工具：Jenkins,Maven/Git/SVN；",,
649-s0007,train300,todo,应届生招聘,,2、专科以上学历，设计风格时尚，色彩搭配好，出色的美感，具有高度的审美及创作能力；,,
1349-s0010,train300,todo,人工智能招聘,, 关注公众号马 克 数 据 网,,
1580-s0009,train300,todo,人工智能招聘,, 6、良好的需求理解能力与沟通能力，热爱测试工作，踏实稳重，工作积极主动，具有良好的团队协作精神 微信公众号马克数据网,,
756-s0002,train300,todo,应届生招聘,,3、实时监控客户操作情况，对相关风险客户着重监控并进行记录，筛选风险客户并进行跟踪确定其风险性。,,
1012-s0033,train300,todo,人工智能招聘,,在企业平均寿命只有2.5年的当代，伊的家正走向第9个年头；,,
1324-s0002,train300,todo,人工智能招聘,, 3. 熟悉weblogic、tomcat、websphere等应用服务器， 4. 熟练使用OracleMYSQLSQLServerDB2等主流数据库者；,,
618-s0035,train300,todo,应届生招聘,, 4.强大的供应链后盾，日发20000单，保证产品品质、发货效率，让运营无忧推广。,,
318-s0010,train300,todo,应届生招聘,,3熟练掌握专业系统软件和各种办公软件的使用技能；,,
1504-s0004,train300,todo,人工智能招聘,,任职要求：1、我们的产品线涉及到移动互联网，O2O平台，云计算系统，所以你要有很强的学习能力。,,
726-s0000,train300,todo,应届生招聘,,岗位职责：1、负责项目的技术支持、资源协调统筹工作;,,
551-s0008,train300,todo,应届生招聘,empty_welfare,转正：底薪2700+加班费（大白120元、小白90元、小夜50元）+奖金（检测出危险物品公安机关奖励500~1500）+早晚高峰补助——月综合收入：4500~5500不等。,,
1425-s0009,train300,todo,人工智能招聘,, 7.有行政机关工作经验者优先。,,
516-s0000,train300,todo,应届生招聘,,岗位职责：1.家庭智能化方案的设计；,,
525-s0015,train300,todo,应届生招聘,,2.对公司资金高度负责，严格执行安全控制.3.以持续稳定盈利为最高目标，称为业内精英人才。,,
187-s0004,train300,todo,应届生招聘,,5、制订公司内部财务、会计制度和工作程序，经批准后组织实施并监督执行；,,
1145-s0005,train300,todo,人工智能招聘,,岗位要求：1.大专以上学历，统计、数学、经济、信息技术等相关专业；,,
143-s0006,train300,todo,应届生招聘,,3、具有良好的沟通能力、协调、合作团队能力；,,
1048-s0004,train300,todo,人工智能招聘,,5、协助区域负责人管理项目工作。,,
420-s0048,train300,todo,应届生招聘,,3.有1年以上Ebay经验的：第一个月试用期3400元+全勤奖300元，第二个月3400元+全勤奖300元+表现奖200元。,,
1008-s0006,train300,todo,人工智能招聘,,7、负责IOS平台上的技术攻关确保开发质量；,,
1474-s0008,train300,todo,人工智能招聘,, 5. 较强的数据敏感度，逻辑分析能力和文档写作能力。,,
1301-s0008,train300,todo,人工智能招聘,, 3．大数据挖掘、建模及应用领域领军性人才，前沿技术视野开阔；,,
1267-s0010,train300,todo,人工智能招聘,,熟练掌握Linux/Unix操作系统基本操作命令，熟悉vi的使用；,,
70-s0000,train300,todo,应届生招聘,,职位描述 职位描述：1、根据金融机构提供的客户名单及联系方式，与客户短信、电话联系，让客户及时还款。,,
1446-s0003,train300,todo,人工智能招聘,, 4.定期跟进社交媒体营销发展趋势，分析整理竞争对手社会媒体营销情况，进行数据分析、挖掘，传播方案优化；,,
580-s0010,train300,todo,应届生招聘,, 您选择的不仅仅是一份工作，更是您个人锦绣前程的未来，合肥易臣贸易有限公司诚邀有志之士一起共创辉煌，一起发展！,,
1464-s0009,train300,todo,人工智能招聘,, 6、有创业精神，对虚拟现实行业有浓厚兴趣，关注虚拟现实领域的技术和产品动态。,,
439-s0001,train300,todo,应届生招聘,,学习影视后期，剪辑栏包，影视特效，在家接单挣钱，月薪亦可过万！,,
1469-s0005,train300,todo,人工智能招聘,, （博士生1年，研究生2年以上，本科生5年以上） 3.从事过汽车线控转向系统、线控制动系统设计工作优先；,,
549-s0002,train300,todo,应届生招聘,,需勤快好学富有激情，积极向上可承受心理压力。,,
1217-s0006,train300,todo,人工智能招聘,, 8.负责公司私有云平台资源的监控、分配、部署工作，确保服务的可持续性 任职要求： 1、统招大学大专及以上学历，计算机、软件、互联网相关专业；,,
40-s0009,train300,todo,应届生招聘,,武汉勤奋环保科技有限公司前来应聘！,,
941-s0009,train300,todo,应届生招聘,,有意者请发送简历至邮箱hfyhgdzp126com我们会尽快跟您联系！,,
1320-s0012,train300,todo,人工智能招聘,,6、根据研发、销售、市场和生产的时间进度及时发布新品。,,
287-s0003,train300,todo,应届生招聘,,你有没有因为所学专业不够精通不感兴趣，而想换个行业发展？,,
751-s0021,train300,todo,应届生招聘,,4、年终奖：每年1月发放年终奖4500;,,
1454-s0006,train300,todo,人工智能招聘,,4.JAVA基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定的了解；,,
1076-s0018,train300,todo,人工智能招聘,empty_welfare," 福利待遇 免费班车,成长空间,年度旅游,岗位晋升,内部转岗机会,管理规范,美女多,帅哥多,影响亿万用户,五险一金,领先技术,新鲜空气,大平台,弹性工作",,
777-s0015,train300,todo,应届生招聘,,</div>,,
290-s0008,train300,todo,应届生招聘,, - 具备良好的沟通能力和团队合作意识，善于与不同部门进行沟通和合作；,,
555-s0011,train300,todo,应届生招聘,empty_welfare, 4节日福利:端午、中秋等传统节日为全体员工发放节日物资或补贴；,,
770-s0009,train300,todo,应届生招聘,,培训部门为你量身定制人才成长计划，并提供最专业的指导和培训，让你以最短的时间实现最快的成长 好好赚钱吧！,,
176-s0008,train300,todo,应届生招聘,,职责要求：1、销售技能、服务技能、沟通技巧和团队协调能力。,,
1457-s0003,train300,todo,人工智能招聘,, 4.熟悉跨平台（windows\linux）编程及多进程处理流程；,,
817-s0003,train300,todo,应届生招聘,,如果你想来一场想走就走的带薪旅行；,,
1513-s0060,train300,todo,人工智能招聘,,gt;,,
170-s0005,train300,todo,应届生招聘,,6、有较强的服务意识和沟通能力，服从公司领导安排，遵守公司的各项规章制度。,,
1377-s0006,train300,todo,人工智能招聘,, 2、拥有2年相关工作经验，熟悉活动策划的整体流程，有负责或参与策划过成功活动案例者优先；,,
1461-s0010,train300,todo,人工智能招聘,, 3、能够在团队中完成code review的任务，确保相关代码的有效性和正确性，协同团队作a战;,,
620-s0007,train300,todo,应届生招聘,,7、优越齐全的白领办公生活环境：员工休闲娱乐活动室、员工宿舍和食堂、休息区，科学、人性化的职场布置，系统高端的作业设备（电脑、话机），无纸化办公等；,,
1018-s0013,train300,todo,人工智能招聘,, -具有细心、认真、负责的工作态度；,,
673-s0009,train300,todo,应届生招聘,," 6、之前有从事过电动汽车相关的行业,具有混合动力汽车或者纯电动汽车电控开发的相关经验者优先，了解CANopen协议者优先考虑。",,
593-s0001,train300,todo,应届生招聘,,健康快车立足中国有机健康食品领域，自成立伊始，便与北大荒强强联手，着力打造世界一流食品品牌，形成产品、服务多元化的实体经营企业。,,
811-s0018,train300,todo,应届生招聘,,10、每年举办忘年会，慰问员工。,,
548-s0003,train300,todo,应届生招聘,, 加入铂达，你能收获的不仅仅是高薪，还有技能、知识和家人!,,
217-s0003,train300,todo,应届生招聘,, 4.协助渠道处理日常工作 。,,
1241-s0001,train300,todo,人工智能招聘,,（当看到半杯水的时候会觉得自己拥有了半杯水，而不是只有这半杯水，更多关注杯子的外侧，通过了解未知的未知保持空杯心态） 2）善于思考与创新，愿意持续学习新知识，内驱力强，喜欢“跳出已有框架”思考问题，不为自己设限 【项目背景】 你将与我们建立承揽合作关系，负责领导和推动集团整体及各母/子公司的财务战略规划和管理。,,
313-s0004,train300,todo,应届生招聘,,5. 平时要做好化验仪器的检查和维护工作。,,
1118-s0000,train300,todo,人工智能招聘,,岗位职责： 1、负责智能家居产品销售；,,
404-s0003,train300,todo,应届生招聘,,4、本岗位接受应届生，实习生，愿意培养人才，储备人才。,,
384-s0006,train300,todo,应届生招聘,,3、专业素质要求：① 良好的英语听说读写能力，能够快速熟练地书写商务英文信函，并且能够熟练地与客户在即时通讯工具上交流，口语良好（非专业英语六级，专业四级以上）。,,
103-s0003,train300,todo,应届生招聘,,4、负责公司员工的劳动合同变更、续签、终止等;,,
1019-s0005,train300,todo,人工智能招聘,, 2. 使用JAVA进行web开发的经验；,,
902-s0003,train300,todo,应届生招聘,,【岗位职责】1．负责房源的开发和接待，根据业主的售房要求制定销售计划。,,
781-s0000,train300,todo,应届生招聘,,1、完成公司下达的销售任务，确定销售目标，制定销售计划；,,
315-s0001,train300,todo,应届生招聘,,", , , , 2、熟练操作OFFICE办公软件，有SAP使用经验优先。",,
553-s0006,train300,todo,应届生招聘,,熟悉税务预警及风控关键指标4、良好的沟通表达能力和组织协调能力、文书撰写能力。,,
1279-s0001,train300,todo,人工智能招聘,,职位要求：1.具备强悍的编码能力2.有扎实的数据结构和算法功底3.熟练掌握自然语言处理领域的基础理论和方法，并有一定的相关项目经验4.熟悉linux开发环境，精通python语言的优先5.熟悉文本数据挖掘的常用方法，有一定的相项目经验者为佳6.优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情7.对搜索引擎、机器学习相关技术有经验者优先,,
1200-s0009,train300,todo,人工智能招聘,, 2、管理客户信息，通过规范的信息录入确保客户数据实时在系统中得到更新。,,
768-s0006,train300,todo,应届生招聘,, 3、有英文演讲比赛、KET、PET等剑桥考试指导相关经验；,,
1101-s0004,train300,todo,人工智能招聘,,岗位职责:1.负责客户咨询并引导客户提供专业的咨询解答；,,
1040-s0017,train300,todo,人工智能招聘,,熟悉Memcahcet和mongo等；,,
524-s0007,train300,todo,应届生招聘,, 2、一年以上电梯维保工作经验，持电梯操作证优先考虑；,,
1014-s0068,train300,todo,人工智能招聘,,也就是说，在这个区域内的客户人数是有限的。,,
1513-s0332,train300,todo,人工智能招聘,,工作认真，较好的文字表达，对项目研发有整体的认知，能快速理解研发任务且按时按质完成；,,
855-s0000,train300,todo,应届生招聘,,岗位职责：1、针对国内各省区域经销商、门店的活动需求进行评估，活动方案的编写；,,
1079-s0006,train300,todo,人工智能招聘,,精通jquery的优先 2、熟悉使用PHPMySQL，进行WEB开发，面向对象编程；,,
840-s0000,train300,todo,应届生招聘,,本次招聘属富士康名企人事总部月薪4500以上急聘男女不限免费包进（龙华，观澜厂区自由选择）工作环境一流，坐着上班，工作轻松；,,
893-s0002,train300,todo,应届生招聘,,3、维护老客户的服务，挖掘客户的最大潜力；,,
336-s0006,train300,todo,应届生招聘,," 2.、良好的PC能力(Word,Excel,Photoshop,PPT)；",,
391-s0018,train300,todo,应届生招聘,,晋升空间：管理方向：班长助理--班长--助理--经理；,,
1513-s0260,train300,todo,人工智能招聘,,gt;,,
1232-s0017,train300,todo,人工智能招聘,empty_process, 3、每年免费健康体检+带薪年假+旅游激励+六险一金。,,
202-s0006,train300,todo,应届生招聘,, 7、良好的组织、协调、沟通能力和团队协作精神，能承受较大工作压力。,,
502-s0003,train300,todo,应届生招聘,,利用参考、素材等资源高效地完成修图。,,
946-s0000,train300,todo,应届生招聘,,要求：会cdr.psd等基础设计软件，早8:00晚6:00，月休2天！,,
787-s0001,train300,todo,应届生招聘,,2.包括扩展供应商，询价，比价，制定采购合同，提交付款证明，跟踪物流，到货清点，发票登记等；,,
1531-s0006,train300,todo,人工智能招聘,, 2、了解、熟悉云计算技术、网络技术；,,
783-s0010,train300,todo,应届生招聘,, 5、具有良好的职业道德和服务意识，有较强的语言表达能力和沟通能力。,,
937-s0001,train300,todo,应届生招聘,,2、对各项工艺生产制度的执行情况进行监督、检查。,,
1550-s0004,train300,todo,人工智能招聘,,4、熟悉常用数字图像处理、计算机视觉和模式识别算法，有良好的数学功底；,,
149-s0009,train300,todo,应届生招聘,,我们将为你开启助飞模式！,,
1516-s0001,train300,todo,人工智能招聘,,2、根据业务、产品和项目相关需求，负责数据验证、数据管理、数据服务接口、数据分析等功能的开发维护工作；,,
1210-s0003,train300,todo,人工智能招聘,,岗位要求：1.对自然语言处理、信息检索、中文分词、语义分词，数据挖掘等方面算法有深刻的了解；,,
156-s0000,train300,todo,应届生招聘,,一、工作职责： 1、主要负责石材产品的国际市场的开发；,,
743-s0010,train300,todo,应届生招聘,, 2、普通话标准。,,
215-s0012,train300,todo,应届生招聘,,5、公司免费提供食宿;,,
245-s0005,train300,todo,应届生招聘,,舒适的办公环境，融洽、激情的工作氛围等你来。,,
1154-s0001,train300,todo,人工智能招聘,,2、负责数据仓库建模、数据预处理系统的设计和开发。,,
884-s0001,train300,todo,应届生招聘,,2、定期电话回访，与客户保持沟通并建立良好的关系，指导客户操作及挖掘客户需求3、针对老客户进行二次营销，让客户接受更为广泛的公司推广产品，达到最好的营销效果 4、不断接受公司的各项业务和技能提升培训。,,
1462-s0010,train300,todo,人工智能招聘,, 6、具备良好的组织协调能力，沟通表达能力，问题分析能力，文档撰写能力；,,
454-s0016,train300,todo,应届生招聘,,员工生日福利；,,
1310-s0011,train300,todo,人工智能招聘,,7、认真负责、积极主动、敬业严谨、能够承受较大的工作压力与工作时间特殊性。,,
523-s0003,train300,todo,应届生招聘,,4、教育训练：产品技术培训（新人、分公司、终端客户）;,,
1108-s0003,train300,todo,人工智能招聘,,4.完成领导交付的其他任务。,,
1018-s0003,train300,todo,人工智能招聘,, 任职资格： 1.学历要求： -毕业于211或985院校、统招本科及以上学历。,,
821-s0000,train300,todo,应届生招聘,empty_process,职位描述 - 工作地点：远程办公- 工作时间：可根据项目任务灵活安排。,,
766-s0004,train300,todo,应届生招聘,," in English and -on supplementary basis- other languages (for non-Chinese nationals) 有优秀的中英文写作和口语交流能力 4. Strong time management skills－able to work under pressure and meet deadlines 时间观念强，能够在高压环境下高效工作 5. High degree of interest and alertness in current business issues and industry trends 对社会时事与行业动向具有高度的兴趣与敏感度 6. Persuasive, self-confident, assertive personality 沟通能力强，自信，果断...",,
1485-s0003,train300,todo,人工智能招聘,, 2、具备JAVA开发能力；,,
1308-s0002,train300,todo,人工智能招聘,, 2. 需求 &amp;,,
817-s0012,train300,todo,应届生招聘,,岗位职责：1、利用各种交友软件等进行公司产品的销售及包装；,,
1125-s0012,train300,todo,人工智能招聘,, 5.能够组织和指导市场调研，具备先进的营销理念、较强的市场分析能力和应变能力;,,
964-s0020,train300,todo,应届生招聘,,位置:区域就近分配，实现出门就是公司，下班就能到家成长晋升机会：经纪人-店经理-MVP俱乐部成员-商圈经理-营销总监-城市分公司总经理直销经纪人-直销经理-直销总监-事业部总经理唐经理：15261666369,,
1501-s0007,train300,todo,人工智能招聘,,6、 具有IT记者背景者优先考虑。,,
1513-s0310,train300,todo,人工智能招聘,,mso-bidi-font-size:10.5pt;,,
411-s0022,train300,todo,应届生招聘,empty_welfare,"2、精品菜厨师（50名领导的工作餐）试用期底薪9500元，转正底薪10000元 全勤 奖金 绩效,综合12000.缴纳五险一金 。",,
547-s0006,train300,todo,应届生招聘,,6，员工职业发展：公司不定期会有内部招聘，对于符合条件的员工可应聘到技术岗位，给员工提供了多方向发展的道路。,,
923-s0008,train300,todo,应届生招聘,, 5、尊重人才、培养人才、善用人才！,,
1153-s0011,train300,todo,人工智能招聘,,3.负责产品界面原型的设计，有良好的产品交互的体验；,,
1513-s0341,train300,todo,人工智能招聘,,color:#333333;,,
1014-s0007,train300,todo,人工智能招聘,,为什么你对目前工作和收入不满意？,,
898-s0001,train300,todo,应届生招聘,, 2、负责制定药品（重点是新药）的学术推广计划和方案；,,
1165-s0006,train300,todo,人工智能招聘,, 4、英语4级以上，本科及以上学历。,,
1065-s0003,train300,todo,人工智能招聘,, 4、根据工作要求学习新知识与技术；,,
1541-s0008,train300,todo,人工智能招聘,,br&gt;,,
634-s0018,train300,todo,应届生招聘,, 2、不定期举行户外拓展活动；,,
795-s0014,train300,todo,应届生招聘,, （来自 马克数据网）,,
793-s0010,train300,todo,应届生招聘,, 6、员工活动丰富（周活动、月活动、节日活动等）；,,
403-s0015,train300,todo,应届生招聘,, 5、以上信息符合，即可报名，一经录当天过来即可分配宿舍；,,
1490-s0007,train300,todo,人工智能招聘,,擅长免费流量优先。,,
901-s0006,train300,todo,应届生招聘,empty_welfare, 三，薪资待遇： 1.基本工资+岗位津贴福利，综合工资：4000-9000，节假日三倍工资缴纳国家规定的五险一金。,,
104-s0005,train300,todo,应届生招聘,,2、善于交流沟通，执行力好;,,
42-s0005,train300,todo,应届生招聘,,任职要求：1、硕士及以上学历，电气自动化、自动化控制、机电一体化等相关专业；,,
1549-s0017,train300,todo,人工智能招聘,, 3、广阔的职业提升空间；,,
94-s0008,train300,todo,应届生招聘,,“多层次培训，全方位发展”的培训体系 4.工作时间：早8:30—晚6:00。,,
1539-s0009,train300,todo,人工智能招聘,,4、了解大数据技术，熟悉一种大数据平台相关工具；,,
633-s0005,train300,todo,应届生招聘,, 6) 负责药品质量把关及药品盘库工作；,,
1462-s0007,train300,todo,人工智能招聘,," 3、熟悉Java/J2EE开发，了解Spring,Hibernate,ibatis等常用的框架技术；",,
602-s0015,train300,todo,应届生招聘,,。,,
219-s0013,train300,todo,应届生招聘,,任职要求：年龄35-45岁。,,
1017-s0003,train300,todo,人工智能招聘,,岗位要求1.本科以上学历，硕士优先。,,
1566-s0018,train300,todo,人工智能招聘,,----------------------校妆网-欢迎您的加入！,,
1238-s0014,train300,todo,人工智能招聘,,月度聚餐及周边游；,,
1047-s0007,train300,todo,人工智能招聘,, 2.对市场运营有一定了解，会从市场运营的角度看产品；,,
58-s0000,train300,todo,应届生招聘,,在仓库里配货(蔬菜、水果)，计件，上班时间：下午6点一一凌晨3点左右。,,
1581-s0011,train300,todo,人工智能招聘,,", 2.规范的休假制度：员工享受国家法定节假日、年假、婚假等假期；",,
1125-s0021,train300,todo,人工智能招聘,empty_welfare, 福利待遇： 1、完善的福利制度：为员工购买社会保险和住房公积金；,,
1480-s0009,train300,todo,人工智能招聘,, 5、具备良好的数据和商业敏感度、优秀的逻辑思维能力，乐于从纷繁的数据中寻找业务规律，较好的商业洞察力。,,
244-s0002,train300,todo,应届生招聘,, 3. 按照各阶段催收策略，利用电话、短信等手段进行催收；,,
1141-s0002,train300,todo,人工智能招聘,,3、推进业务相关的前后台系统的研发；,,
129-s0001,train300,todo,应届生招聘,,这个是不需要不去销售和谈业务的工作轻松.上手快任职资格:1.年龄: 18以上，男女不限2.学历:学历代表过去，能力决定未来3.经验:不限，应届毕业生均可薪资待遇：福利:国外旅游、节假日福利，员工聚餐，带薪培训1.综合薪资: 7000+绩效，综合薪资在8K- 10K以上。,,
1059-s0000,train300,todo,人工智能招聘,empty_process,职位描述 工厂直招---不收任何费用-----欢迎监督------------------- 急聘普工-小时工-正式工—包吃住-不体检-不查纹身-可借支-长白班/两班倒。,,
49-s0007,train300,todo,应届生招聘,,"3、对计算机感兴趣,想要尝试或热爱该行业。",,
1521-s0003,train300,todo,人工智能招聘,,4. 编写视觉系统软件使用说明书，对客户和操作人员进行培训；,,
699-s0001,train300,todo,应届生招聘,,2：有金属材料及热处理分析的基础；,,
1543-s0019,train300,todo,人工智能招聘,,。,,
1108-s0002,train300,todo,人工智能招聘,,3.进行定制化数据分析；,,
1013-s0007,train300,todo,人工智能招聘,, 7.与合作伙伴进行技术交流与合作。,,
1387-s0004,train300,todo,人工智能招聘,, 任职要求： 1、计算机、软件工程相关或数学专业硕士研究及以上学历；,,
195-s0001,train300,todo,应届生招聘,,请主动联系丁经理咨询----------------公司优势———————《1》：当天面试，当天安排住宿。,,
635-s0000,train300,todo,应届生招聘,,岗位职责：1.负责国产终端、服务器、存储、操作系统和数据库等软硬件环境搭建和部署;,,
1289-s0000,train300,todo,人工智能招聘,,工作职责:1、参与数仓模型设计及数据治理的开发工作；,,
166-s0006,train300,todo,应届生招聘,, 2、对工作认真负责，团队意识强；,,
1158-s0000,train300,todo,人工智能招聘,,岗位职责： 1、负责软件开发相关技术文档编写；,,
1342-s0007,train300,todo,人工智能招聘,, 6、5年以上相关Java技术开发和设计工作经验；,,
1225-s0001,train300,todo,人工智能招聘,, 2、以高起点、高规格评估客户的信息安全现状及面临的问题，及时发现客户在信息安全层面面临的威胁和自身存在的脆弱性，并结合长远规划做出整体安全解决方案；,,
1024-s0015,train300,todo,人工智能招聘,, 6. 良好的沟通能力和组织能力，能够跨部门沟通和协调工作；,,
179-s0007,train300,todo,应届生招聘,, 7、有无工作经验均可，公司提供带薪培训。,,
1040-s0003,train300,todo,人工智能招聘,,对高并发、高流量Web架构有一定了解；,,
1220-s0001,train300,todo,人工智能招聘,, 1、openwrt系统移植、开发；,,
302-s0011,train300,todo,应届生招聘,,7.活泼开朗，举止得体，有很强的社交热情，有良好的团队合作精神及高的抗压能力。,,
878-s0002,train300,todo,应届生招聘,,！,,
989-s0007,train300,todo,人工智能招聘,,NetAPPNAS存储管理；,,
1582-s0015,train300,todo,人工智能招聘,,2、 专科学历以上无责任底薪4000元加1000元绩效，底薪5000元，提成35%起。,,
1282-s0011,train300,todo,人工智能招聘,, 该数据由<马克数据网>整理,,
236-s0001,train300,todo,应届生招聘,,2、接待顾客应主动、热情、礼貌、耐心、周到，使顾客有宾至如归之感；,,
712-s0006,train300,todo,应届生招聘,,薪资待遇：工作时间：早九晚六点半；,,
267-s0008,train300,todo,应届生招聘,,6、具有较强的逻辑思维能力和动手能力。,,
1356-s0001,train300,todo,人工智能招聘,,基础数据的收集和归类整理；,,
553-s0004,train300,todo,应届生招聘,,任职要求：1、财务、会计类相关专业，本科及以上学历，注会或注税资格优先，五年以上相关工作经验；,,
1053-s0007,train300,todo,人工智能招聘,," （一）现场学习，知名企业专家一对一服务,理论结合实际工作经验,边学习边累积实战经验. （二）主修软件：c++、3DMAX、Direct3D、Bodypaint3d、UVLayout、Maya、PS、Fusion、Premiere、Zbrush等等 四、学好可选那些岗位？",,
1365-s0000,train300,todo,人工智能招聘,,职位描述：1、在离线数据环境进行数据库数据的查询并制作汇总统计表；,,
580-s0001,train300,todo,应届生招聘,, 2、收集和维护客户资料；,,
850-s0003,train300,todo,应届生招聘,, 4.善于跨部门沟通、主播沟通，认真负责处理主播相关事宜;,,
1061-s0005,train300,todo,人工智能招聘,, 6. 收集、积累、统计分析客户反馈产品与服务存在的问题，推进、督导产品与服务全生命周期各环节客户关注点的品质；,,
1008-s0003,train300,todo,人工智能招聘,,4、根据开发过程中的用户体验提出改进建议；,,
1548-s0007,train300,todo,人工智能招聘,, 4、具备抗压能力，适应高强度出差工作；,,
1367-s0004,train300,todo,人工智能招聘,,岗位名称：前端开发工程师职责描述：1、根据前端代码规范和设计文档，高效、高质地完成代码实现；,,
1570-s0002,train300,todo,人工智能招聘,, * 制定核算推广费用，有效监控调配相应投放，提高投入产出比，实施各种互联网推广手段提升公众号下载量，增加用户数；,,
1151-s0003,train300,todo,人工智能招聘,,同时，作为云计算与大数据领域的连续创业者，我们在成立之初就已获得机构的投资。,,
1489-s0017,train300,todo,人工智能招聘,, 马 克 数 据 网,,
21-s0011,train300,todo,应届生招聘,,6.拥有勇于挑战高薪的野心，服从管理，晋升主管、经理很容易！,,
907-s0000,train300,todo,应届生招聘,,岗位职责：负责北美（AG）组内约170人2/3在深圳，1/3在苏州，外包员工约50-60人，主要为银行/航空公司大型机（服务器）提供7*24小时的监控服务，上报监控信息，分析及日常英语电话汇报相关监控情况。,,
1273-s0008,train300,todo,人工智能招聘,, 6、应用系统技术审核、上线测试相关技术文档、升级审验测试、注册登记、运行维护管理制度实施情况。,,
1297-s0041,train300,todo,人工智能招聘,, 4. 电子商务、市场营销、广告传媒等相关专业和具有相关经验者优先考虑。,,
963-s0006,train300,todo,应届生招聘,,2.年龄18岁-35岁之间，男女不限。,,
1273-s0010,train300,todo,人工智能招聘,,", 公司地址: 北京市海淀区上地五街高立二千大厦 关注公众号马克数据网",,
825-s0010,train300,todo,应届生招聘,, 四、薪资待遇： 1、薪资：5000左右+丰厚的提成。,,
1575-s0010,train300,todo,人工智能招聘,,良好的办公环境，每月员工活动，团队气氛好；,,
488-s0000,train300,todo,应届生招聘,,行政专员 1、有新闻传媒、法律、计算机专业背景及工作经验者优先;,,
1365-s0010,train300,todo,人工智能招聘,,43,,
1046-s0006,train300,todo,人工智能招聘,, 任职条件： 1、数据分析相关专业，本科及以上学历，硕士及以上学历优先；,,
1075-s0006,train300,todo,人工智能招聘,,百度搜索马 克 数 据 网,,
1529-s0009,train300,todo,人工智能招聘,,7、有网络数据抓取开发经验者优先。,,
376-s0008,train300,todo,应届生招聘,,2、具备一定的英语口语能力，有相关工作经验者优先考虑；,,
1513-s0146,train300,todo,人工智能招聘,,lt;,,
1292-s0004,train300,todo,人工智能招聘,, 3、了解FICO等评分模型，了解评级算法，如违约概率模型；,,
1353-s0000,train300,todo,人工智能招聘,,职位描述:（工作内容和工作职责） 1、负责公司容器产品的需求调研、规划设计工作；,,
1471-s0008,train300,todo,人工智能招聘,,能做到对违规行为不姑息、对疑难案件不放弃；,,
922-s0000,train300,todo,应届生招聘,,[岗位职责：负责监测数据问题排查负责数据问题后期各部门的跟进及沟通协调工作临时的数据需求各维度指标报表数据准备任职资格：本科及以上应届毕业生或1-2年工作经验熟悉SQL系统踏实稳定，逻辑性强，需要较强的沟通协调能力有广告行业相关经验者优先],,
110-s0002,train300,todo,应届生招聘,,2、熟悉压力容器设计、制造和检验；,,
1560-s0004,train300,todo,人工智能招聘,, 岗位要求： 1、本科及以上学历，计算机、GIS、遥感、测绘等相关专业优先;,,
1076-s0003,train300,todo,人工智能招聘,,4.支持业务团队进行售前工作，并配合相关的售中/售后等相关业务工作；,,
1467-s0000,train300,todo,人工智能招聘,,工作职责：1.移动直播平台音效算法开发和调试；,,
955-s0001,train300,todo,应届生招聘,,【应届，非应届，实习生皆可！,,
1513-s0089,train300,todo,人工智能招聘,,span style=&quot;,,
393-s0005,train300,todo,应届生招聘,,2、对销售工作有较高的热情；,,
1226-s0011,train300,todo,人工智能招聘,, 4、每年一次员工旅游，销售精英将有机会赴国外优秀厂家参观学习。,,
715-s0008,train300,todo,应届生招聘,, 3、工作积极主动、心态良好、服从上级领导安排；,,
389-s0003,train300,todo,应届生招聘,, 4、有一年以上销售经验或有建材、涂料销售经验优先，优秀应届生即可培养；,,
1283-s0010,train300,todo,人工智能招聘,,6、熟悉Linux环境以及操作，熟悉SVN、Git的使用，熟悉Tomcat，Apache，Nginx等开源的服务器的配置和调优；,,
1566-s0001,train300,todo,人工智能招聘,,郑重承诺：1、工作期间一切交通住宿费用公司全额承担，个人不需要付任何费用。,,
960-s0001,train300,todo,应届生招聘,,喂鱼，销售导购招聘要求：1、学历要求初中以下2、经验要求不限3、年龄要求18-39岁抚顺开发区玖度摄影馆招聘10名营业员，薪资100元/天，工作地点：抚顺市望花区高阳路3号皇家海洋乐园内皇家海洋乐园-游客服务中心,,
424-s0001,train300,todo,应届生招聘,,2.不限经验，欢迎应届毕业生，实习生；,,
1230-s0005,train300,todo,人工智能招聘,, 5 与客户建立长久客情关系，确保客户服务的延续性。,,
1568-s0010,train300,todo,人工智能招聘,,5、有B类客户分析运营经验、数据类产品类规划经验优先。,,
960-s0000,train300,todo,应届生招聘,,彩绘等！,,
375-s0009,train300,todo,应届生招聘,,2、 熟悉环保行业先进技术发展及趋势，具备丰富的研发经验；,,
1059-s0020,train300,todo,人工智能招聘,, 欢迎各位前来我司报名~！,,
