id,domain,review_bucket,status,codex,doubao,kimi,sentence
1885-s0003,人工智能招聘,three_agree,agree_empty,[],[],[], 4.领导安排的其他工作。
1885-s0010,人工智能招聘,three_agree,agree_spans,团队合作精神/T,团队合作精神/T,团队合作精神/T,力和团队合作精神；
1886-s0001,人工智能招聘,three_agree,agree_empty,[],[],[], 我们的产品正在服务国内外一流企业，包括世界最大的对冲基金、国际一线汽车品牌、快消品龙头厂商，以及时尚鞋服大牌 ▪ 我们的团队里有许多顶尖的工程师和数据科学家，来自腾讯、百度、快播、华为、 BCG 和国际投资银行，毕业于海内外著名高校 ▪ 我们获得了著名真格基金和联想之星机构的投资，资金充足，处在高速发展的上升期。
1886-s0002,人工智能招聘,three_agree,agree_empty,[],[],[],但我们仍然是一个小公司，你的加入仍然可以对公司的发展轨迹产生明显的影响和贡献 公司福利： ▪ 有竞争力的薪酬：工资、五险一金、年终奖、节假日福利、生日礼物等。
1886-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],我们是一个有凝聚力的团队 ▪ 年度体检：豪华体检，健康强壮的身体是工作的基础 ▪ 零食饮料：不间断的供应丰富优质的零食饮料 ▪ 年度旅游：去年第一次出国旅行，随着团队的壮大，以后能去得更远 ▪ 舒适的工作环境：我们有一个漂亮的办公室，开放式的设计和十分开阔壮观的窗景。
1887-s0000,人工智能招聘,three_agree,agree_empty,[],[],[],职位描述： 1、优化财经 内容的排序，提升用户发布内容的转化率；
1887-s0002,人工智能招聘,three_agree,agree_empty,[],[],[], 3、搭建和优化推荐、排序系统，提供稳定的线上服务；
1887-s0006,人工智能招聘,three_agree,agree_empty,[],[],[], 3、2 年以上工作经验；
1889-s0001,人工智能招聘,three_agree,agree_empty,[],[],[],职能类别：算]
1891-s0001,人工智能招聘,three_agree,agree_empty,[],[],[], 2、负责挖掘相关客户的潜在需求，形成商业机会；
1891-s0004,人工智能招聘,three_agree,agree_empty,[],[],[], 5、发展行业的ISV，对应用上云提供技术和商业的支持。
1896-s0009,人工智能招聘,three_agree,agree_empty,[],[],[]," 福利待遇 B2B销售,精准营销,大数据,人工智能,股票期权,五险一金,带薪年假,定期体检,扁平管理"
1897-s0003,人工智能招聘,three_agree,agree_empty,[],[],[],3、有无相关经验均可，欢迎优秀的应届大学毕业生；
1897-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],4、渴望能有一项扎实的技术、获得一份有长远发展、稳定、有晋升空间的工作；
1897-s0007,人工智能招聘,three_agree,agree_empty,[],[],[],福利待遇：1、培训：根据公司发展需求针对无基础、基础薄弱不熟练者提供相应助理岗位，以快速提高个人技能水平达到公司要求；
1898-s0009,人工智能招聘,three_agree,agree_empty,[],[],[], 2、八年以上相关工作经验；
1898-s0015,人工智能招聘,three_agree,agree_empty,[],[],[],。
1898-s0016,人工智能招聘,three_agree,agree_empty,[],[],[],更多数据：www.macrodatas.cn
1899-s0001,人工智能招聘,three_agree,agree_empty,[],[],[], 3、实物奖励一 现金奖励、物质奖励(迷你投影、iPad、 小 家电等，这些都只是冰山一角哦想知道更多奖励吗?
1899-s0002,人工智能招聘,three_agree,agree_empty,[],[],[], ) ;
1899-s0003,人工智能招聘,three_agree,agree_empty,[],[],[], 4、公司福利一每月都有员工生日会 (附赠零食大礼包哦)，端午、中秋、圣诞等均有节日礼物;
1899-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],以及各种拓展活动;
1899-s0008,人工智能招聘,three_agree,agree_empty,[],[],[], 岗位要求： 1、年龄18—30岁，男女不限。
1899-s0010,人工智能招聘,three_agree,agree_spans,诚实守信/T,诚实守信/T,诚实守信/T, 3、诚实守信，能承受一定的工作压力；
1899-s0014,人工智能招聘,three_agree,agree_empty,[],[],[],旗下有三家全资子公司分别在绵阳、乐山、眉山（现绵阳地区大量招人，优秀的小伙伴欢迎积极投递）。
1901-s0003,人工智能招聘,three_agree,agree_empty,[],[],[],"工作地点：北京市朝阳区阿里中心-望京A座福利待遇绩效奖金,带薪年假,定期体检,弹性工作,技能培训,岗位晋升,五险一金,扁平管理,节日礼物 （macrodatas.cn）"
1903-s0009,人工智能招聘,three_agree,agree_empty,[],[],[],。
1903-s0010,人工智能招聘,three_agree,agree_empty,[],[],[], （macrodatas.cn）
1904-s0004,人工智能招聘,three_agree,agree_spans,责任心/T | 团队合作精神/T,责任心/T | 团队合作精神/T,责任心/T | 团队合作精神/T, 5、具有较强的责任心和团队合作精神。
1904-s0006,人工智能招聘,three_agree,agree_empty,[],[],[], 薪资待遇：年薪+项目奖金+福利 工作地点：郑州 工作地址： 郑州市金水区中州大道交叉口苏荷中心2508室 关注微信公众号马克数据网
1905-s0012,人工智能招聘,three_agree,agree_empty,[],[],[],4、有通过活动提升日活用户数的经验者优先；
1905-s0016,人工智能招聘,three_agree,agree_empty,[],[],[], 工作地址： 深圳市南山区讯美科技广场1号楼13楼
1908-s0000,人工智能招聘,three_agree,agree_empty,[],[],[],岗位职责：1、负责某外资汽车集团客户新能源汽车监控平台项目运维团队的日常管理工作；
1908-s0011,人工智能招聘,three_agree,agree_empty,[],[],[]," 福利待遇 技能培训,节日礼物,互联网汽车,绩效奖金,岗位晋升,管理规范,定期体检,五险一金,弹性工作,车联网,股票期权,专项奖金,带薪年假,扁平管理,领导好,年终分红,汽车互联网"
1910-s0002,人工智能招聘,three_agree,agree_spans,诚信/T | 踏实/T,诚信/T | 踏实/T,诚信/T | 踏实/T,要求：1.做人诚信，做事踏实。
1910-s0003,人工智能招聘,three_agree,agree_empty,[],[],[],2.建材装饰圈的业务转行优先考虑。
1910-s0004,人工智能招聘,three_agree,agree_spans,上进/T | 责任心/T,上进/T | 责任心/T,上进/T | 责任心/T,3.上进，有责任心。
1912-s0010,人工智能招聘,three_agree,agree_empty,[],[],[],"福利待遇交通补助,带薪年假,绩效奖金,定期体检,节日礼物,美女多,帅哥多,扁平管理,五险一金"
1913-s0004,人工智能招聘,three_agree,agree_empty,[],[],[], ●负责具体客户项目的管理工作。
1913-s0005,人工智能招聘,three_agree,agree_empty,[],[],[], ●配合上级领导编制项目相关方案和执行等工作。
1913-s0006,人工智能招聘,three_agree,agree_empty,[],[],[], 我们对您的期望： ●2018届应届毕业生。
1913-s0010,人工智能招聘,three_agree,agree_empty,[],[],[], 来自：马 克 团 队
1914-s0005,人工智能招聘,three_agree,agree_spans,本科及以上学历/K,本科及以上学历/K,本科及以上学历/K, 要求 1、本科及以上学历，3年以上相关工作经验；
1914-s0008,人工智能招聘,three_agree,agree_empty,[],[],[]," ,Boss Mable 30k-60k 诚聘"
1915-s0001,人工智能招聘,three_agree,agree_spans,大数据处理/S | 数据分析/S,大数据处理/S | 数据分析/S,大数据处理/S | 数据分析/S, 2. 参与大数据处理和数据分析工作;
1915-s0007,人工智能招聘,three_agree,agree_empty,[],[],[],", 高薪诚聘"
1916-s0007,人工智能招聘,three_agree,agree_spans,SparkALS/S | Scikit-learn/S | Sparkmllib/S,SparkALS/S | Scikit-learn/S | Sparkmllib/S,SparkALS/S | Scikit-learn/S | Sparkmllib/S,2.精通SparkALS、Scikit-learn、Sparkmllib；
1916-s0009,人工智能招聘,three_agree,agree_spans,统计机器学习/K | 深度学习/K,统计机器学习/K | 深度学习/K,统计机器学习/K | 深度学习/K,4.有统计机器学习、深度学习经验优先；
1917-s0008,人工智能招聘,three_agree,agree_empty,[],[],[], 该数据由<马克数据网>整理
1918-s0000,人工智能招聘,three_agree,agree_empty,[],[],[],【项目介绍】网页搜索项目，承载着PC及WAP的网页搜索，直接服务数亿中国网民。
1918-s0003,人工智能招聘,three_agree,agree_empty,[],[],[],同时，我们也拥有很多创新的机会，为用户提供更好更有趣的搜索体验。
1919-s0000,人工智能招聘,three_agree,agree_empty,[],[],[],1、现招聘两名销售人员，性别女，形象良好，气质较佳，大方灵活。
1919-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],于短期，让年轻的你无后顾之忧地和我们一起创业拼搏；
1919-s0005,人工智能招聘,three_agree,agree_empty,[],[],[],于长期，让你的人生选择更自由，得到更大的发展空间。
1919-s0006,人工智能招聘,three_agree,agree_empty,[],[],[],另外，运营总监爱好广泛，在吃的方面有讲究，也喜欢健身。
1919-s0007,人工智能招聘,three_agree,agree_empty,[],[],[],让你美食与身材两兼顾。
1919-s0009,人工智能招聘,three_agree,agree_empty,[],[],[],数据由马 克 数 据整理
1921-s0009,人工智能招聘,three_agree,agree_spans,前端开发/S,前端开发/S,前端开发/S, 加分项： a. 了解前端开发者优先；
1921-s0012,人工智能招聘,three_agree,agree_empty,[],[],[], 该数据由<马克数据网>整理
1922-s0002,人工智能招聘,three_agree,agree_empty,[],[],[],对前沿技术保持好奇心。
1922-s0009,人工智能招聘,three_agree,agree_spans,逻辑思维能力/T,逻辑思维能力/T,逻辑思维能力/T,5.有良好逻辑思维能力;
1922-s0011,人工智能招聘,three_agree,agree_empty,[],[],[],6.公司采用人性化管理，基本不加班。
1922-s0012,人工智能招聘,three_agree,agree_empty,[],[],[], （更多数据，详见马克数据网）
1924-s0014,人工智能招聘,three_agree,agree_empty,[],[],[],来源：马 克 团 队
1925-s0013,人工智能招聘,three_agree,agree_empty,[],[],[],公司福利待遇：1. 晋升机制：提供良好的发展平台，通过对员工各方面绩效考核，达到能力上的提升，将得到不同空间的晋升，并享受相应的待遇；
1925-s0015,人工智能招聘,three_agree,agree_empty,[],[],[],3. 假期福利：法定节假日、入职满一年后第二年即享有7天年假，然后每年递增一天，15天封顶、婚假、产假、陪产假、丧假、带薪病假等；
1925-s0016,人工智能招聘,three_agree,agree_empty,[],[],[],4. 社会保险：签署劳动合同及购买五险一金，额外给员工购买商业意外险；
1925-s0017,人工智能招聘,three_agree,agree_empty,[],[],[],5. 年终奖： 根据年度绩效考核表现制定年终奖方案；
1925-s0018,人工智能招聘,three_agree,agree_empty,[],[],[],6. 日常福利：精心的下午茶，生日会，生日红包、部门聚餐经费等；
1925-s0019,人工智能招聘,three_agree,agree_empty,[],[],[],7.休闲娱乐：公司注重员工的身体健康，员工可以去参加公司组织的各种体育活动（篮球、羽毛球、足球等）。
1925-s0020,人工智能招聘,three_agree,agree_empty,[],[],[],另外，根据公司情况会不定期集体出游；
1925-s0021,人工智能招聘,three_agree,agree_empty,[],[],[],8.周末双休，周五提前一个小时下班。
1925-s0023,人工智能招聘,three_agree,agree_empty,[],[],[],我们真诚期待您的加盟！
1926-s0009,人工智能招聘,three_agree,agree_empty,[],[],[],来自马-克-数-据-官网
1927-s0005,人工智能招聘,three_agree,agree_empty,[],[],[],任职要求：1.熟练使用各种系统，软件的安装与维护；
1927-s0009,人工智能招聘,three_agree,agree_empty,[],[],[],5.欢迎应届毕业生加入；
1927-s0010,人工智能招聘,three_agree,agree_empty,[],[],[],原标题：《技术员 (智能化／弱电技术）》
1928-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],amp;
1928-s0005,人工智能招聘,three_agree,agree_empty,[],[],[],功能解决对应问题；
1929-s0001,人工智能招聘,three_agree,agree_empty,[],[],[],学信网可查。
1929-s0004,人工智能招聘,three_agree,agree_empty,[],[],[],;
1929-s0013,人工智能招聘,three_agree,agree_empty,[],[],[],3、完成上级领导交给的其他工作任务；
1930-s0002,人工智能招聘,three_agree,agree_spans,逻辑思维能力/T | 独立思考能力/T,逻辑思维能力/T | 独立思考能力/T,逻辑思维能力/T | 独立思考能力/T, 3较强的逻辑思维能力和独立思考能力；
1930-s0005,人工智能招聘,three_agree,agree_empty,[],[],[], 分享 微信邮件
1931-s0004,人工智能招聘,three_agree,agree_spans,OpenCV/S,OpenCV/S,OpenCV/S, 4. 精通OpenCV者优先。
1932-s0005,人工智能招聘,three_agree,agree_empty,[],[],[],6、完成领导交办的其它工作事项。
1933-s0013,人工智能招聘,three_agree,agree_empty,[],[],[]," ,Boss Jonathan 8k-15k 诚聘"
1934-s0001,人工智能招聘,three_agree,agree_empty,[],[],[],比尔盖茨说过，坐在火箭上，不分一二等座。
1935-s0010,人工智能招聘,three_agree,agree_empty,[],[],[], 来自马克数据网
1936-s0006,人工智能招聘,three_agree,agree_empty,[],[],[],6．具有论文、专利、竞赛成功的优先考虑。
1938-s0001,人工智能招聘,three_agree,agree_empty,[],[],[], 2、开发新客户、拓展与老客户的业务，建立和维护客户档案；
1938-s0003,人工智能招聘,three_agree,agree_empty,[],[],[], 4、完成个人及团队的各项任务指标；
1938-s0004,人工智能招聘,three_agree,agree_empty,[],[],[], 5、参与各项推广、招生等活动。
1938-s0011,人工智能招聘,three_agree,agree_empty,[],[],[], 员工福利： 1、带薪年假全勤奖 2、五险周末双休 3、员工旅游（国内国外） 4、超长春节假期
1940-s0009,人工智能招聘,three_agree,agree_empty,[],[],[], 5、具有正确的价值观、内在驱动力；
1940-s0010,人工智能招聘,three_agree,agree_spans,学习能力/T | 沟通能力/T | 团队协作能力/T,学习能力/T | 沟通能力/T | 团队协作能力/T,学习能力/T | 沟通能力/T | 团队协作能力/T,具有较强的学习能力、沟通能力和团队协作能力；
1940-s0012,人工智能招聘,three_agree,agree_empty,[],[],[],能够承受较强的工作压力。
1940-s0013,人工智能招聘,three_agree,agree_empty,[],[],[], 数据由马 克 数 据整理
1941-s0005,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1942-s0008,阿里云公开数据集,three_agree,agree_spans,责任心/T | 抗压能力/T,责任心/T | 抗压能力/T,责任心/T | 抗压能力/T,"\xa0\xa0', '\xa0\xa0 6）有强烈的责任心，能同时处理多个项目工作，具备较强的抗压能力。"
1942-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],\xa0']
1943-s0000,阿里云公开数据集,three_agree,agree_empty,[],[],[],['候鸟欢迎有想法敢拼的优秀应届毕业生；
1943-s0004,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '女生喜欢进口国际大牌美妆，男生喜欢进口Fashion轻奢类产品，宝妈喜欢进口品牌母婴产品，欢迎随时来撩！"
1943-s0007,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、想加入人均月入过万的90-95后优秀的小伙伴团队当中，一起来愉快工作吧；"
1943-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '薪酬：底薪+双项目高提成（供应链业绩提成+商城系统提成）', '晋升空间：客户招商专员-客户招商主管-客户招商总监--运营总监', '深圳市南山区西丽留仙大道金骐智谷大厦20楼（近崇文花园，地铁：塘朗站D出口前行300米）']"
1944-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '我司坐落在江干区钱江新城，办公环境优；"
1944-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],此岗位为大小休、享受国定假，交五险。
1944-s0011,阿里云公开数据集,three_agree,agree_empty,[],[],[],有意者请发简历至634640917@qq.com；
1944-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],86029000']
1945-s0000,阿里云公开数据集,three_agree,agree_empty,[],[],[],['1、\xa0规划公司所需要的软件系统，向总经理提供决策依据；
1945-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1947-s0008,阿里云公开数据集,three_agree,agree_spans,大专及以上学历/K | 计算机相关专业/K,大专及以上学历/K | 计算机相关专业/K,大专及以上学历/K | 计算机相关专业/K,"', '任职资格：', '1、大专及以上学历，计算机相关专业，接受应届毕业生；"
1950-s0004,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1951-s0014,阿里云公开数据集,three_agree,agree_spans,shell/S | Python/S,shell/S | Python/S,shell/S | Python/S,"', '2.精通shell和Python并有价值性产出的，优先考虑；"
1951-s0016,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1952-s0007,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2)、良好的企业文化:倡导&ldquo;"
1952-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],人本文化&rdquo;
1952-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],",提供人性化的关怀服务,提升良好的职业体验,让员工幸福工作,开心生活;"
1952-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3)、广阔的发展平台:倡导企业与员工的关系不仅仅是雇佣关系,更是合作伙伴关系。"
1952-s0011,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4)、公司目前处于高速发展阶段,市场占有率和销售业绩正在快速上升中,您将获得跟公司一同成长的机会!"
1952-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '公司统一给员工购买社保，按国家规定放假，提供餐补，全勤奖等。"
1952-s0013,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1953-s0005,阿里云公开数据集,three_agree,agree_empty,[],[],[],优秀者可放宽至应届毕业生；
1953-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1954-s0004,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '6、年龄20-35岁；"
1954-s0005,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '7、工作地点：沈阳', '薪资待遇：', '1、试用期一到三个月，8小时制，法定假日休息；"
1954-s0006,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、每月有车补、饭补加交通补助', '3、出差有差旅补助', '4、定期有团建', '5、每年组织职工进行免费体检一次，不定期组织员工进行户外活动；"
1954-s0007,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1955-s0005,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '6、\xa0管理IT运维部门的日常工作，为IT运维体系的效率和结果负责，提高团队工作效率。"
1955-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1956-s0000,阿里云公开数据集,three_agree,agree_empty,[],[],[],"['【岗位职责】', '1、保障深圳办公室线上系统的正常工作和应急响应；"
1956-s0011,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '【其他】', '本岗位工作地址位于深圳市福田区，不包食宿，请注意！"
1956-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1959-s0006,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '7.\xa0完成公司领导交办的其它事项。"
1959-s0011,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1960-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、要求有C1驾照；"
1960-s0012,阿里云公开数据集,three_agree,agree_spans,粤语/L,粤语/L,粤语/L,"', '9、广东户籍优先、懂粤语优先；"
1960-s0013,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '10、优秀应届毕业生亦可。"
1960-s0014,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '薪酬待遇', '一旦您成为我们公司的成员，我们将为提供优厚的薪酬及福利：', '1、每周5天，每天7小时的工作制度(8:30-12:00;"
1960-s0015,阿里云公开数据集,three_agree,agree_empty,[],[],[],14:00-17:30)；
1960-s0016,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、按劳动法享有年假、病假、婚假等节假日。"
1960-s0017,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3、为员工购买住房公积金、社会保险和商业保险。"
1960-s0018,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、每年可享受一次免费体检；"
1960-s0019,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、每年至少组织一次旅游，业绩突出者的可享受出境旅游。"
1960-s0020,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '6、试用期过后工资上调；"
1960-s0022,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '7、每月月中准时发放上月薪水，重大节日额外发放现金津贴；"
1960-s0023,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '8、提供健全的员工培训，不定时地举行员工聚餐、外出游玩等活动。"
1960-s0025,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1962-s0004,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '福利待遇：', '五险一金、过节礼物、定期部门活动', '双休+法定节假日正常放假、8小时工作制、带薪年假、婚假等', '薪资：3500元—6000元', '薪资组成:底薪+月度绩效奖金+年度奖金薪', '良好的晋升空间：', 'IT程序员实习——IT测试工程师——高级技术工程师——IT技术负责人——项目经理']"
1963-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1964-s0007,阿里云公开数据集,three_agree,agree_spans,吃苦耐劳/T,吃苦耐劳/T,吃苦耐劳/T,"', '4、吃苦耐劳，能适应长期外派驻场服务（贵阳市内）；"
1964-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1965-s0015,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '8、党员优先。"
1965-s0017,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '【聊聊前途】：', '公司处于快速发展时期，拥有省部级客户近50家，全国超过1万家客户，遍布全国所有省市，覆盖超过1000万用户，公司近几年平均增速超过50%，我们期待你快速成长，独当一面，成为公司区域里的“省长”、“市长”，成为技术领域的“专家”、“院士”，成为职能部门的“局长”、“部长”。"
1965-s0018,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '【聊聊福利】：', '除了常规福利，我们为你提供了怦然心动的“I-Dream”计划，我们将为你提供公司分红和期权；"
1965-s0019,阿里云公开数据集,three_agree,agree_empty,[],[],[],为你和父母提供国内国外旅游机会，为你及家人设立住房和大病基金，为你提供无息贷款，为你解决上海户口，为孩子提供优秀学校，让你可以无后顾之忧的投入自己的事业发展中来。
1965-s0020,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '优秀的我们，期待卓越的你！"
1966-s0007,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、能按照工作要求，接受夜班和倒班；"
1966-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、公司可进行相关技术专业的培训指导，帮助成长。"
1967-s0015,阿里云公开数据集,three_agree,agree_empty,[],[],[],']
1969-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', ' 10、对问题进行反馈，及时督促开发组解决客户提出的数据或功能问题，并对开发组工作进行评价。"
1969-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', ' 11、完成领导交办的其它工作。"
1969-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、有相关工作经验者优先考虑。"
1970-s0004,阿里云公开数据集,three_agree,agree_spans,高压电工进网证/K,高压电工进网证/K,高压电工进网证/K,"', '任职资格：必须具有高压电工进网证。"
1970-s0007,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '工作时间：白班制。"
1970-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '工作区域：上海市区']"
1971-s0001,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2)\xa0负责所管辖电站设备及人身安全，是设备专业安全***责任人。"
1972-s0003,阿里云公开数据集,three_agree,agree_spans,计算机相关专业/K | 本科及以上学历/K,计算机相关专业/K | 本科及以上学历/K,计算机相关专业/K | 本科及以上学历/K,"', '任职要求：', '1.\xa0计算机相关专业，本科及以上学历；"
1972-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '优先考虑具备以下条件者：', '1.\xa0有开源项目或博客优先；"
1972-s0011,阿里云公开数据集,three_agree,agree_spans,英语/L | CET4/K,英语/L | CET4/K,英语/L | CET4/K,"', '3.\xa0英语通过CET4优先']"
1973-s0000,阿里云公开数据集,three_agree,agree_empty,[],[],[],"[' ', '6000—13000', '1、负责粉丝和社群的日常运维，深入挖掘粉丝需求，与粉丝进行高效互动；"
1973-s0003,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、对粉丝和社群的问题进行整理分析，及时反馈用户需求和问题。"
1973-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3、完善的福利保障（五险一金、年假、旅游）；"
1973-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、积极向上的团队氛围（都是年轻人天天都很 high）；"
1973-s0011,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、舒适优雅的办公环境', '自有彩妆品牌“完美日记”，热卖于天猫（彩妆）、小红书（彩妆）、有赞商城（国货彩妆）。"
1973-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],品牌致力于探索国际彩妆趋势及欧美时尚前沿色彩，同时结合亚洲年轻女性脸部肌肤特点，研发一系列“易上手、高品质、精设计”的时尚彩妆产品，实现年轻女性“享受色彩，享受生活”的愿望。
1973-s0016,阿里云公开数据集,three_agree,agree_empty,[],[],[],并且以优厚的工资绩效提成作为公司薪酬准则。
1973-s0018,阿里云公开数据集,three_agree,agree_empty,[],[],[],自有彩妆品牌“完美日记”，位居天猫彩妆、小红书彩妆、有赞国货彩妆。
1973-s0019,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、工作氛围——90后员工居多，团队年轻有活力；"
1973-s0020,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3、基本月薪——为所有员工提供极具市场竞争力的薪资待遇；"
1973-s0021,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、奖励机制——设置月度绩效奖金，年底双薪；"
1973-s0022,阿里云公开数据集,three_agree,agree_empty,[],[],[],更会不定期设置额外的激励奖金机制；
1973-s0023,阿里云公开数据集,three_agree,agree_empty,[],[],[],每年有2次考核晋升机会；
1973-s0024,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、工作时间——午休1.5小时，大小周；"
1973-s0025,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '6、工作环境——办公环境舒适优雅，交通便利；"
1973-s0026,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '7、员工保障——入职即购买广州五险一金（基本医疗、养老、工伤、失业、生育、住房公积金）；"
1973-s0027,阿里云公开数据集,three_agree,agree_empty,[],[],[],年度免费健康体检；
1973-s0029,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '9、福利假期——除法定节假日以外，更享有带薪病假、年假等假期；"
1973-s0030,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', ' ', '10、人文关怀——生日庆祝会，节日礼物，全勤奖，零食基金，内购优惠券，拓展培训，团队建设，年终晚会等活动。"
1974-s0002,阿里云公开数据集,three_agree,agree_spans,招投标工作流程/K,招投标工作流程/K,招投标工作流程/K,"', '3、\xa0熟悉招投标工作流程，有能力主导项目招投标工作；"
1974-s0003,阿里云公开数据集,three_agree,agree_spans,沟通协调能力/T | 表达能力/T,沟通协调能力/T | 表达能力/T,沟通协调能力/T | 表达能力/T,"', '4、\xa0具有较强的沟通协调能力和表达能力；"
1974-s0004,阿里云公开数据集,three_agree,agree_spans,执行能力/T | 责任心/T | 敬业精神/T,执行能力/T | 责任心/T | 敬业精神/T,执行能力/T | 责任心/T | 敬业精神/T,"', '5、\xa0很强的执行能力、高度的责任心和敬业精神；"
1974-s0006,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '岗位职责：', '1、开发并维护客户，深化客户关系，积极促进公司业务可持续发展；"
1974-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3、主导项目招投标工作；"
1974-s0010,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、服从上级安排，制定自己的工作计划，按既定要求完成业绩；"
1976-s0006,阿里云公开数据集,three_agree,agree_empty,[],[],[]," ', '7、执行公司或上级交付的其他工作；"
1976-s0008,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、有?"
1976-s0009,阿里云公开数据集,three_agree,agree_empty,[],[],[],邮孪钅渴凳┕ぷ骶椋?
1976-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '5、能承受较大强度的工作任务和压力；"
1977-s0012,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '7.\xa0任职过IT同行,电信,或ISP公司相同工作岗位5年以上；"
1979-s0002,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3、保守公司商业机密，技术工艺秘密等；"
1979-s0003,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4、负责完成总经理下达的其他任务。"
1979-s0005,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '2、具备2年以上工作服务经验者优先；"
