id,source_domain,empty_hint,sentence,human_spans,comment
748-s0007,应届生招聘,," , , 2、沟通能力强，普通话标准；",,
748-s0013,应届生招聘,," , , 我们为你提供: , , 置业顾问、租赁专员:（月薪5000-8000元）菁英经纪人:（月薪8000-12000元） , 店经理:（月薪过万） , , 1、每三个月考核一次，优秀者即可晋升；",,
782-s0008,应届生招聘,,5、定期旅游享受休闲生活（深圳或者外地，每个月一次）；,,
785-s0002,应届生招聘,,3、负责公司人员通讯录的管理并及时更新信息，对员工的考勤统计和监督，准确按时提交人事；,,
790-s0004,应届生招聘,, 2. 有较强的学习能力、语言表达能力；,,
8-s0012,应届生招聘,,4 、有良好语言表达能力 反应灵敏，逻辑思考或说话有条理5、 普通话标准 掌握一般电脑操作以及相关办公软件的操作6 、有互联网业，培训业，保险业，房产中介等电话销售经验或咨询类客服经验可优先考虑7、有强烈的企图心，有超越他人的勇气，有挑战高薪的信心，有进取心，有站在金字塔尖的欲望，希望通过自己的奋斗改变自己命运的人。,,
802-s0007,应届生招聘,,3、打字速度60字/分钟以上;,,
817-s0001,应届生招聘,,如果你想月入1万以上，年薪百万以上；,,
824-s0004,应届生招聘,, 2、电脑使用熟练，熟练操作办公软件和网络工具；,,
831-s0004,应届生招聘,,5、有意向到我公司长期发展的应届毕业生优先,,
845-s0001,应届生招聘,," 3、 根据产品需求和产品设计, 编写功能测试设计和用例, 开发自动化测试脚本；",,
845-s0003,应届生招聘,, 5、对软件问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决；,,
847-s0001,应届生招聘,,2普通话标准，有较强的人际沟通好语言表达能力，有主动的服务意识；,,
850-s0014,应届生招聘,, 团队介绍 收拾行李，寻找最新的自己，我们是在鞍山市的一家创业四年的公司，主要是做主播PC、手机线上直播，目前已合作多家平台，团队成员年轻有为，大家都为共同的目标努力着。,,
856-s0003,应届生招聘,,4、工作细致、态度端正，对数字较敏感，具有高度的责任心。,,
876-s0001,应届生招聘,, 2、公司产品推广活动等；,,
878-s0004,应届生招聘,,）退伍军人优先！,,
878-s0017,应届生招聘,,沟通能力强，普通话标准，有亲和力，工作积极，乐观开朗。,,
890-s0000,应届生招聘,,岗位职责： 1、负责公司日常订单的处理，制作订单表格，录入信息。,,
896-s0003,应届生招聘,, 工资待遇： 1、基本工资：3000-5000元，另有：全勤、能力、工作表现等奖金及相关保险；,,
899-s0000,应届生招聘,,1.了解相关采购流程和业务规范；,,
901-s0001,应届生招聘,,五官端正，身材匀称，气质较好，普通话标准。,,
901-s0003,应届生招聘,, 4.无犯罪记录，有无经验均可。,,
908-s0001,应届生招聘,,(岗前会有专业培训） 3、通过电话和网络的方式维护老客户的业务，定期与合作客户进行沟通，建立良好的长期合作关系；,,
923-s0001,应届生招聘,,2、负责公司网上贸易平台的操作管理和产品信息的发布；,,
927-s0003,应届生招聘,,任职要求1、计算机网络、电子信息工程、电气自动化、机电一体化、通信工程等信息化相关专业，大专及以上学历；,,
940-s0009,应届生招聘,,4.年龄：20至35周岁;,,
940-s0011,应届生招聘,,语言：普通话良好;,,
948-s0012,应届生招聘,, 详见官网：www.macrodatas.cn,,
952-s0004,应届生招聘,, 任职要求： Must have 本科及以上学历，英语、国际经济与贸易、电子商务专业优先；,,
952-s0006,应届生招聘,, 英语水平：专业4级或CET6以上，英语读写流利；,,
954-s0008,应届生招聘,,2、有较强市场营销、推广能力，有良好的客户服务意识，交际能力出色；,,
955-s0010,应届生招聘,,6、提供员工宿舍；,,
956-s0013,应届生招聘,, 5、普通话准确流利，英语交流熟练；,,
956-s0014,应届生招聘,, 6、具备接待、会务等多种相关礼仪知识；,,
964-s0002,应届生招聘,,3、上进心强，能吃苦，抗压力强;,,
969-s0003,应届生招聘,,3、负责员工的考勤统计，员工入离职办理；,,
1982-s0002,事业单位招聘,review_shiye_maybe_empty,二、招聘岗位南京市人力资源和社会保障咨询服务中心12333电话咨询员 7 名。,,
1982-s0006,事业单位招聘,,4．普通话标准，口齿清晰，熟练掌握计算机操作，会使用常用办公软件；,,
1982-s0014,事业单位招聘,empty_process,五、录用方式应聘人员面试合格后进行体检及政审，体检及政审均合格后，与南京鼓楼人力资源有限公司签订劳动合同，劳务派遣至南京市人力资源和社会保障咨询服务中心工作。,,
1984-s0031,事业单位招聘,,⑦ 岗位所需的其他证书和材料。,,
1984-s0033,事业单位招聘,empty_process,资格审查只是对应聘人员网上提供材料的初步审查，应聘人员请在报名结束后，在报名系统查询是否通过资格审查。,,
1984-s0059,事业单位招聘,empty_process,凡有关材料信息不真实或不符合要求的，取消报考人员聘用资格。,,
1984-s0061,事业单位招聘,empty_process,公务员录用体检通用标准（试行）&gt;,,
1984-s0065,事业单位招聘,empty_process,（五）预录与递补经考核与体检合格后，依据岗位综合成绩从高分至低分依次确定拟聘用人员。,,
1984-s0071,事业单位招聘,review_shiye_maybe_empty,（二）试用期满，经考核合格后，予以正式聘用，签订5年服务期聘用合同（含试用期）；,,
1984-s0074,事业单位招聘,review_shiye_maybe_empty,七、招聘工作纪律（一）教师招聘工作是一项严肃认真、政策性强的工作。,,
1984-s0083,事业单位招聘,empty_process,（二）本公告由儋州市教师招聘工作领导小组负责解释。,,
1984-s0084,事业单位招聘,empty_process,（三）联系方式网上报名系统技术咨询电话：（0898）66738761、(0898)66502026(咨询时间：上午9：00—11:30，下午15:00-17:00。,,
1984-s0085,事业单位招聘,review_shiye_maybe_empty,注：节假日期间不予咨询，敬请谅解。,,
1999-s0003,事业单位招聘,,为切实做好此次公开招聘工作，根据《海南省事业单位公开招聘工作人员实施办法》(琼人社发〔2018〕516号)、《关于印发〈关于进一步规范事业单位公开招聘管理的工作方案〉的通知》(琼人社发〔2022〕134号)、《关于印发关于全面推广基层医疗卫生专业技术人才激励机制改革相关举措的通知》(琼卫基层〔2022〕3号)和《关于印发〈儋州市关于深化基层教育卫生专业技术人才激励机制改革的实施意见〉的通知》(儋委办发〔2023〕6号)精神，结合我院实际，儋州市那大镇卫生院2023年面向社会公开招聘编外公共卫生专技人员，具体公告如下：一、指导思想以党的二十大和习近平总书记重要讲话精神为指导，深入贯彻落实习近平新时代中国特色社会主义思想，坚持德才兼备的用人标准，按照“公开、平等、竞争、择优”的原则，采用公开报名、统一考试、综合考核、择优聘用的办法招聘。,,
1999-s0006,事业单位招聘,review_shiye_maybe_empty,具体招聘范围、招聘职数、职位资格条件等情况详见附件1。,,
1999-s0019,事业单位招聘,empty_shiye_process,（五）报考人员年龄、学历限制详见附件1，应聘人员年龄计算时间截止至2023年7月（含）；,,
1999-s0023,事业单位招聘,,（六）委培、定向及财政预算管理在编在岗人员，须征得委培、定向单位及在编在岗人员所在单位及主管部门同意；,,
1999-s0038,事业单位招聘,empty_process,8.法律、法规规定的其他不得报考的情形。,,
1999-s0045,事业单位招聘,,（二）薪资待遇：含工资、绩效、带薪休假等相关福利等，具体参照海南省事业单位相关政策及我院《综合管理方案》中有关规定执行。,,
1999-s0062,事业单位招聘,,应聘人员应保证提交证明材料的真实性，整个招聘过程中发现弄虚作假情况，取消应聘资格。,,
1999-s0075,事业单位招聘,,（6）中国高等教育学生信息网：(http://www.chsi.com.cn/x1cx/1scx.jsp)打印的学历认证材料(学历证书电子注册备案表，有二维码标识) ；,,
1999-s0077,事业单位招聘,review_shiye_maybe_empty,（7）未被列入失信惩戒对象承诺书（本人手签并扫描上传，见附件3）；,,
1999-s0078,事业单位招聘,empty_process,（8）委培、定向及财政预算管理在编在岗人员，须提供委培、定向单位及在编在岗人员所在单位及主管部门同意报考证明并加盖公章（见附件4）；,,
1999-s0080,事业单位招聘,,（9）初级（士）职称及以上职称证书；,,
1999-s0088,事业单位招聘,empty_process,报考人员通过资格审查的，请全程关注儋州市人民政府网站相关考试公告。,,
1999-s0102,事业单位招聘,review_shiye_maybe_empty,（五）考试方式。,,
1999-s0111,事业单位招聘,review_shiye_maybe_empty,笔试结束后，由招聘工作领导小组根据考生笔试成绩情况划定笔试合格分数线。,,
1999-s0118,事业单位招聘,empty_process,（3）笔试成绩发布: 笔试成绩、拟入围面试资格复审人员名单及资格复审有关事项在在儋州市人民政府网发布。,,
1999-s0121,事业单位招聘,empty_process,2.资格复审面试前，将对拟入围面试人选进行资格复审，主要审查应聘人员是否符合报考职位条件及提供的有关证件和材料与网络报名信息是否一致、真实等。,,
1999-s0139,事业单位招聘,,被考察对象考核不合格或自愿放弃资格的，取消其拟聘人选资格，按该职位进入面试且达到面试合格分数线的人员的综合成绩从高分到低分递补。,,
